match_id,patch,placement,level,last_round,gold_left,time_eliminated,traits,trait_tiers,augments,units
NA1_5565174753,Version.10,1,10,37,2,1987.1162109375,"TFT17_BlitzcrankUniqueTrait,TFT17_DRX,TFT17_FioraUniqueTrait,TFT17_GravesTrait,TFT17_JhinUniqueTrait,TFT17_MeleeTrait,TFT17_ResistTank,TFT17_RhaastUniqueTrait,TFT17_ShenUniqueTrait,TFT17_ShieldTank,TFT17_SpaceGroove,TFT17_VexUniqueTrait","TFT17_BlitzcrankUniqueTrait:1,TFT17_DRX:1,TFT17_FioraUniqueTrait:1,TFT17_GravesTrait:1,TFT17_JhinUniqueTrait:1,TFT17_MeleeTrait:1,TFT17_ResistTank:1,TFT17_RhaastUniqueTrait:1,TFT17_ShenUniqueTrait:1,TFT17_ShieldTank:1,TFT17_SpaceGroove:1,TFT17_VexUniqueTrait:1",,"TFT17_Aatrox,TFT17_Akali,TFT17_Rhaast,TFT17_Nunu,TFT17_Fiora,TFT17_Jhin,TFT17_Blitzcrank,TFT17_Vex,TFT17_Shen,TFT17_Graves"
NA1_5565174753,Version.10,7,9,28,0,1579.488525390625,"TFT17_BlitzcrankUniqueTrait,TFT17_DRX,TFT17_FioraUniqueTrait,TFT17_JhinUniqueTrait,TFT17_MeleeTrait,TFT17_ResistTank,TFT17_RhaastUniqueTrait,TFT17_ShenUniqueTrait,TFT17_ShieldTank,TFT17_SpaceGroove,TFT17_VexUniqueTrait","TFT17_BlitzcrankUniqueTrait:1,TFT17_DRX:1,TFT17_FioraUniqueTrait:1,TFT17_JhinUniqueTrait:1,TFT17_MeleeTrait:1,TFT17_ResistTank:1,TFT17_RhaastUniqueTrait:1,TFT17_ShenUniqueTrait:1,TFT17_ShieldTank:1,TFT17_SpaceGroove:1,TFT17_VexUniqueTrait:1",,"TFT17_Aatrox,TFT17_Akali,TFT17_Rhaast,TFT17_Nunu,TFT17_Fiora,TFT17_Jhin,TFT17_Blitzcrank,TFT17_Vex,TFT17_Shen"
NA1_5565174753,Version.10,2,9,37,38,1987.1162109375,"TFT17_AssassinTrait,TFT17_Astronaut,TFT17_Fateweaver,TFT17_FlexTrait,TFT17_ResistTank,TFT17_RhaastUniqueTrait,TFT17_Timebreaker","TFT17_AssassinTrait:1,TFT17_Astronaut:2,TFT17_Fateweaver:1,TFT17_FlexTrait:1,TFT17_ResistTank:1,TFT17_RhaastUniqueTrait:1,TFT17_Timebreaker:1",,"TFT17_Poppy,TFT17_Milio,TFT17_IvernMinion,TFT17_Fizz,TFT17_Rhaast,TFT17_Rammus,TFT17_Corki,TFT17_Galio,TFT17_Riven"
NA1_5565174753,Version.10,8,7,24,3,1352.2281494140625,"TFT17_ASTrait,TFT17_DRX,TFT17_HPTank,TFT17_MeleeTrait,TFT17_MissFortuneUniqueTrait,TFT17_ResistTank,TFT17_SpaceGroove","TFT17_ASTrait:2,TFT17_DRX:1,TFT17_HPTank:1,TFT17_MeleeTrait:1,TFT17_MissFortuneUniqueTrait:1,TFT17_ResistTank:1,TFT17_SpaceGroove:1",,"TFT17_Aatrox,TFT17_Belveth,TFT17_MissFortune,TFT17_Maokai,TFT17_Urgot,TFT17_Ornn,TFT17_Diana"
NA1_5563235446,Version.10,1,9,35,53,1974.6070556640625,"TFT17_BlitzcrankUniqueTrait,TFT17_DarkStar,TFT17_FlexTrait,TFT17_RhaastUniqueTrait,TFT17_ShieldTank,TFT17_SonaUniqueTrait,TFT17_SpaceGroove,TFT17_SummonTrait,TFT17_VexUniqueTrait","TFT17_BlitzcrankUniqueTrait:1,TFT17_DarkStar:1,TFT17_FlexTrait:1,TFT17_RhaastUniqueTrait:1,TFT17_ShieldTank:2,TFT17_SonaUniqueTrait:1,TFT17_SpaceGroove:1,TFT17_SummonTrait:1,TFT17_VexUniqueTrait:1",,"TFT17_IvernMinion,TFT17_Mordekaiser,TFT17_Illaoi,TFT17_Rhaast,TFT17_Karma,TFT17_Nunu,TFT17_Blitzcrank,TFT17_Sona,TFT17_Vex,TFT17_Summon"
NA1_5563235446,Version.10,4,7,34,17,1845.6929931640625,"TFT17_ADMIN,TFT17_ASTrait,TFT17_BlitzcrankUniqueTrait,TFT17_ManaTrait,TFT17_MissFortuneUniqueTrait,TFT17_ShieldTank,TFT17_SpaceGroove","TFT17_ADMIN:2,TFT17_ASTrait:1,TFT17_BlitzcrankUniqueTrait:1,TFT17_ManaTrait:1,TFT17_MissFortuneUniqueTrait:1,TFT17_ShieldTank:2,TFT17_SpaceGroove:1",,"TFT17_Leona,TFT17_Zoe,TFT17_Mordekaiser,TFT17_MissFortune,TFT17_Illaoi,TFT17_Diana,TFT17_Blitzcrank"
NA1_5563235446,Version.10,3,9,35,3,1965.138671875,"TFT17_AssassinTrait,TFT17_Astronaut,TFT17_Fateweaver,TFT17_FlexTrait,TFT17_ResistTank,TFT17_RhaastUniqueTrait,TFT17_Timebreaker","TFT17_AssassinTrait:1,TFT17_Astronaut:2,TFT17_Fateweaver:1,TFT17_FlexTrait:1,TFT17_ResistTank:1,TFT17_RhaastUniqueTrait:1,TFT17_Timebreaker:1",,"TFT17_Poppy,TFT17_Milio,TFT17_IvernMinion,TFT17_Fizz,TFT17_Rhaast,TFT17_Rammus,TFT17_Corki,TFT17_Galio,TFT17_Riven"
NA1_5563235446,Version.10,5,8,31,29,1723.6163330078125,"TFT17_APTrait,TFT17_DarkStar,TFT17_FlexTrait,TFT17_RhaastUniqueTrait,TFT17_ShieldTank,TFT17_SpaceGroove,TFT17_SummonTrait","TFT17_APTrait:1,TFT17_DarkStar:1,TFT17_FlexTrait:2,TFT17_RhaastUniqueTrait:1,TFT17_ShieldTank:1,TFT17_SpaceGroove:1,TFT17_SummonTrait:1",,"TFT17_Lissandra,TFT17_IvernMinion,TFT17_Mordekaiser,TFT17_Illaoi,TFT17_Rhaast,TFT17_Karma,TFT17_Galio,TFT17_Nami,TFT17_Summon"
NA1_5563235446,Version.10,6,8,27,0,1534.5013427734375,"TFT17_ADMIN,TFT17_DarkStar,TFT17_ManaTrait,TFT17_PsyOps,TFT17_ShieldTank,TFT17_SonaUniqueTrait,TFT17_SpaceGroove,TFT17_SummonTrait","TFT17_ADMIN:2,TFT17_DarkStar:1,TFT17_ManaTrait:1,TFT17_PsyOps:1,TFT17_ShieldTank:2,TFT17_SonaUniqueTrait:1,TFT17_SpaceGroove:1,TFT17_SummonTrait:1",,"TFT17_Nasus,TFT17_Leona,TFT17_Mordekaiser,TFT17_Illaoi,TFT17_Karma,TFT17_AurelionSol,TFT17_Leblanc,TFT17_Sona,TFT17_Summon"
NA1_5563235446,Version.10,2,9,35,5,1974.6070556640625,"TFT17_ADMIN,TFT17_DarkStar,TFT17_FlexTrait,TFT17_RhaastUniqueTrait,TFT17_ShieldTank,TFT17_SonaUniqueTrait,TFT17_SummonTrait","TFT17_ADMIN:1,TFT17_DarkStar:1,TFT17_FlexTrait:1,TFT17_RhaastUniqueTrait:1,TFT17_ShieldTank:2,TFT17_SonaUniqueTrait:1,TFT17_SummonTrait:2",,"TFT17_Leona,TFT17_IvernMinion,TFT17_Mordekaiser,TFT17_Illaoi,TFT17_Rhaast,TFT17_Karma,TFT17_Nunu,TFT17_Leblanc,TFT17_Sona,TFT17_Summon"
NA1_5563235446,Version.10,8,6,13,39,618.689453125,"TFT17_HPTank,TFT17_Primordian,TFT17_Timebreaker","TFT17_HPTank:1,TFT17_Primordian:2,TFT17_Timebreaker:2",,"TFT17_Briar,TFT17_Ezreal,TFT17_RekSai,TFT17_Belveth,TFT17_Milio,TFT17_Pantheon"
NA1_5563235446,Version.10,7,9,24,0,1363.06396484375,"TFT17_Astronaut,TFT17_BlitzcrankUniqueTrait,TFT17_FlexTrait,TFT17_ResistTank,TFT17_RhaastUniqueTrait,TFT17_ShenUniqueTrait,TFT17_ShieldTank,TFT17_SpaceGroove,TFT17_VexUniqueTrait","TFT17_Astronaut:1,TFT17_BlitzcrankUniqueTrait:1,TFT17_FlexTrait:1,TFT17_ResistTank:1,TFT17_RhaastUniqueTrait:1,TFT17_ShenUniqueTrait:1,TFT17_ShieldTank:1,TFT17_SpaceGroove:1,TFT17_VexUniqueTrait:1",,"TFT17_IvernMinion,TFT17_Illaoi,TFT17_Rhaast,TFT17_Rammus,TFT17_Karma,TFT17_Bard,TFT17_Blitzcrank,TFT17_Vex,TFT17_Shen"
NA1_5561605541,Version.10,1,10,35,1,2063.11376953125,"TFT17_AssassinTrait,TFT17_DarkStar,TFT17_FlexTrait,TFT17_HPTank,TFT17_JhinUniqueTrait,TFT17_RangedTrait,TFT17_ShieldTank,TFT17_Stargazer_Mountain,TFT17_TahmKenchUniqueTrait","TFT17_AssassinTrait:1,TFT17_DarkStar:3,TFT17_FlexTrait:1,TFT17_HPTank:1,TFT17_JhinUniqueTrait:1,TFT17_RangedTrait:1,TFT17_ShieldTank:1,TFT17_Stargazer_Mountain:5,TFT17_TahmKenchUniqueTrait:1",,"TFT17_Talon,TFT17_Chogath,TFT17_Mordekaiser,TFT17_Kaisa,TFT17_Karma,TFT17_Galio,TFT17_Nunu,TFT17_Xayah,TFT17_TahmKench,TFT17_Jhin"
NA1_5561605541,Version.10,8,9,28,0,1693.2998046875,"TFT17_ASTrait,TFT17_DRX,TFT17_FioraUniqueTrait,TFT17_HPTank,TFT17_MeleeTrait,TFT17_PsyOps,TFT17_RhaastUniqueTrait,TFT17_TahmKenchUniqueTrait","TFT17_ASTrait:1,TFT17_DRX:1,TFT17_FioraUniqueTrait:1,TFT17_HPTank:2,TFT17_MeleeTrait:2,TFT17_PsyOps:1,TFT17_RhaastUniqueTrait:1,TFT17_TahmKenchUniqueTrait:1",,"TFT17_Belveth,TFT17_Gragas,TFT17_Maokai,TFT17_Urgot,TFT17_Rhaast,TFT17_Kindred,TFT17_MasterYi,TFT17_TahmKench,TFT17_Fiora"
NA1_5561605541,Version.10,3,9,34,4,1998.0921630859375,"TFT17_AssassinTrait,TFT17_Astronaut,TFT17_Fateweaver,TFT17_FlexTrait,TFT17_ResistTank,TFT17_RhaastUniqueTrait,TFT17_Timebreaker","TFT17_AssassinTrait:1,TFT17_Astronaut:2,TFT17_Fateweaver:1,TFT17_FlexTrait:1,TFT17_ResistTank:1,TFT17_RhaastUniqueTrait:1,TFT17_Timebreaker:1",,"TFT17_Poppy,TFT17_Milio,TFT17_IvernMinion,TFT17_Fizz,TFT17_Rhaast,TFT17_Rammus,TFT17_Corki,TFT17_Galio,TFT17_Riven"
NA1_5561605541,Version.10,2,8,35,0,2059.85791015625,"TFT17_APTrait,TFT17_DRX,TFT17_Fateweaver,TFT17_HPTank,TFT17_ResistTank,TFT17_RhaastUniqueTrait,TFT17_Stargazer_Mountain,TFT17_Timebreaker","TFT17_APTrait:1,TFT17_DRX:1,TFT17_Fateweaver:1,TFT17_HPTank:1,TFT17_ResistTank:1,TFT17_RhaastUniqueTrait:1,TFT17_Stargazer_Mountain:5,TFT17_Timebreaker:1",,"TFT17_Aatrox,TFT17_TwistedFate,TFT17_Jax,TFT17_Milio,TFT17_Pantheon,TFT17_Maokai,TFT17_Lulu,TFT17_Rhaast"
NA1_5561605541,Version.10,7,7,28,34,1687.29052734375,"TFT17_ADMIN,TFT17_ASTrait,TFT17_AnimaSquad,TFT17_BlitzcrankUniqueTrait,TFT17_ShieldTank,TFT17_SpaceGroove","TFT17_ADMIN:2,TFT17_ASTrait:1,TFT17_AnimaSquad:1,TFT17_BlitzcrankUniqueTrait:1,TFT17_ShieldTank:2,TFT17_SpaceGroove:1",,"TFT17_Leona,TFT17_Jinx,TFT17_Illaoi,TFT17_Aurora,TFT17_Diana,TFT17_Leblanc,TFT17_Blitzcrank"
NA1_5561605541,Version.10,6,9,30,5,1760.2098388671875,"TFT17_DarkStar,TFT17_FlexTrait,TFT17_ManaTrait,TFT17_MorganaUniqueTrait,TFT17_PsyOps,TFT17_ShieldTank,TFT17_SummonTrait","TFT17_DarkStar:1,TFT17_FlexTrait:1,TFT17_ManaTrait:3,TFT17_MorganaUniqueTrait:1,TFT17_PsyOps:1,TFT17_ShieldTank:1,TFT17_SummonTrait:1",,"TFT17_Lissandra,TFT17_Pyke,TFT17_IvernMinion,TFT17_Mordekaiser,TFT17_Illaoi,TFT17_Viktor,TFT17_AurelionSol,TFT17_Morgana,TFT17_Bard,TFT17_Summon"
NA1_5561605541,Version.10,5,8,31,30,1827.9671630859375,"TFT17_DarkStar,TFT17_FioraUniqueTrait,TFT17_JhinUniqueTrait,TFT17_RangedTrait,TFT17_ResistTank,TFT17_RhaastUniqueTrait,TFT17_ShieldTank,TFT17_Stargazer_Mountain","TFT17_DarkStar:1,TFT17_FioraUniqueTrait:1,TFT17_JhinUniqueTrait:1,TFT17_RangedTrait:1,TFT17_ResistTank:1,TFT17_RhaastUniqueTrait:1,TFT17_ShieldTank:1,TFT17_Stargazer_Mountain:4",,"TFT17_Jax,TFT17_Mordekaiser,TFT17_Rhaast,TFT17_Corki,TFT17_Nunu,TFT17_Xayah,TFT17_Fiora,TFT17_Jhin"
NA1_5561605541,Version.10,4,9,34,42,1991.9312744140625,"TFT17_BlitzcrankUniqueTrait,TFT17_DarkStar,TFT17_FlexTrait,TFT17_HPTank,TFT17_JhinUniqueTrait,TFT17_ManaTrait,TFT17_ShieldTank,TFT17_SpaceGroove,TFT17_TahmKenchUniqueTrait","TFT17_BlitzcrankUniqueTrait:1,TFT17_DarkStar:3,TFT17_FlexTrait:1,TFT17_HPTank:1,TFT17_JhinUniqueTrait:1,TFT17_ManaTrait:1,TFT17_ShieldTank:1,TFT17_SpaceGroove:1,TFT17_TahmKenchUniqueTrait:1",,"TFT17_Chogath,TFT17_Mordekaiser,TFT17_Kaisa,TFT17_Karma,TFT17_AurelionSol,TFT17_Galio,TFT17_TahmKench,TFT17_Jhin,TFT17_Blitzcrank"
NA1_5560893445,Version.10,1,9,34,54,2089.649658203125,"TFT15_Bastion,TFT15_BattleAcademia,TFT15_Prodigy,TFT15_StarGuardian","TFT15_Bastion:2,TFT15_BattleAcademia:4,TFT15_Prodigy:3,TFT15_StarGuardian:1",,"TFT15_Ezreal,TFT15_Garen,TFT15_Syndra,TFT15_Rakan,TFT15_Katarina,TFT15_Caitlyn,TFT15_Jayce,TFT15_Swain,TFT15_Leona,TFT15_Yuumi,TFT15_Seraphine"
NA1_5560893445,Version.10,5,7,28,2,1765.3856201171875,"TFT15_Captain,TFT15_Edgelord,TFT15_Juggernaut,TFT15_SoulFighter,TFT15_Spellslinger","TFT15_Captain:1,TFT15_Edgelord:1,TFT15_Juggernaut:1,TFT15_SoulFighter:4,TFT15_Spellslinger:1",,"TFT15_Kalista,TFT15_Naafiri,TFT15_Lux,TFT15_XinZhao,TFT15_Viego,TFT15_Samira,TFT15_Sett,TFT15_Gwen,TFT15_TwistedFate"
NA1_5560893445,Version.10,4,10,30,32,1874.2635498046875,"TFT15_Destroyer,TFT15_DragonFist,TFT15_Duelist,TFT15_Edgelord,TFT15_ElTigre,TFT15_Juggernaut,TFT15_Luchador,TFT15_OldMentor,TFT15_SentaiRanger,TFT15_Strategist","TFT15_Destroyer:2,TFT15_DragonFist:1,TFT15_Duelist:1,TFT15_Edgelord:1,TFT15_ElTigre:1,TFT15_Juggernaut:1,TFT15_Luchador:2,TFT15_OldMentor:3,TFT15_SentaiRanger:1,TFT15_Strategist:1",,"TFT15_Kobuko,TFT15_DrMundo,TFT15_Gangplank,TFT15_Udyr,TFT15_Yasuo,TFT15_Senna,TFT15_Akali,TFT15_Ryze,TFT15_JarvanIV,TFT15_Volibear,TFT15_Braum,tft15_leesin,TFT15_Galio"
NA1_5560893445,Version.10,3,10,33,2,2029.2762451171875,"TFT15_DragonFist,TFT15_Duelist,TFT15_Edgelord,TFT15_Empyrean,TFT15_Juggernaut,TFT15_OldMentor,TFT15_SentaiRanger,TFT15_Spellslinger","TFT15_DragonFist:1,TFT15_Duelist:1,TFT15_Edgelord:1,TFT15_Empyrean:1,TFT15_Juggernaut:2,TFT15_OldMentor:1,TFT15_SentaiRanger:3,TFT15_Spellslinger:1",,"TFT15_Lucian,TFT15_Aatrox,TFT15_Gangplank,TFT15_Udyr,TFT15_Senna,TFT15_KSante,TFT15_Sett,TFT15_Karma,TFT15_JarvanIV,tft15_leesin,TFT15_Varus,TFT15_Yone,TFT15_Yone,TFT15_Galio"
NA1_5560893445,Version.10,6,8,27,29,1716.0657958984375,"TFT15_Destroyer,TFT15_Duelist,TFT15_Juggernaut,TFT15_OldMentor,TFT15_SentaiRanger,TFT15_Spellslinger","TFT15_Destroyer:1,TFT15_Duelist:1,TFT15_Juggernaut:1,TFT15_OldMentor:1,TFT15_SentaiRanger:3,TFT15_Spellslinger:1",,"TFT15_Kalista,TFT15_Lucian,TFT15_Aatrox,TFT15_DrMundo,TFT15_Gangplank,TFT15_Udyr,TFT15_Senna,TFT15_Karma,TFT15_JarvanIV,TFT15_Yone,TFT15_Galio"
NA1_5560893445,Version.10,7,6,27,0,1708.8056640625,"TFT15_Prodigy,TFT15_StarGuardian","TFT15_Prodigy:1,TFT15_StarGuardian:6",,"TFT15_Rell,TFT15_Syndra,TFT15_Xayah,TFT15_Ahri,TFT15_Ahri,TFT15_Ahri,TFT15_Neeko,TFT15_Jinx,TFT15_Seraphine,TFT15_Xayah"
NA1_5560893445,Version.10,8,7,23,43,1386.4818115234375,"TFT15_Heavyweight,TFT15_OldMentor,TFT15_SentaiRanger,TFT15_Spellslinger","TFT15_Heavyweight:2,TFT15_OldMentor:1,TFT15_SentaiRanger:2,TFT15_Spellslinger:1",,"TFT15_Lucian,TFT15_Aatrox,TFT15_Kobuko,TFT15_Gangplank,TFT15_Darius,TFT15_Senna,TFT15_Karma,TFT15_Poppy,TFT15_Galio"
NA1_5560893445,Version.10,2,9,34,10,2089.649658203125,"TFT15_Bastion,TFT15_DragonFist,TFT15_Duelist,TFT15_GemForce,TFT15_Juggernaut,TFT15_OldMentor,TFT15_Rosemother","TFT15_Bastion:1,TFT15_DragonFist:1,TFT15_Duelist:3,TFT15_GemForce:3,TFT15_Juggernaut:1,TFT15_OldMentor:1,TFT15_Rosemother:1",,"TFT15_Kayle,TFT15_Syndra,TFT15_KaiSa,TFT15_Vi,TFT15_Janna,TFT15_Swain,TFT15_Udyr,TFT15_Viego,TFT15_Ashe,TFT15_Leona,tft15_leesin,TFT15_Zyra"
NA1_5570380532,Version.11,6,7,28,0,1645.0162353515625,"TFT17_AssassinTrait,TFT17_Astronaut,TFT17_DarkStar,TFT17_FlexTrait,TFT17_ResistTank,TFT17_RhaastUniqueTrait,TFT17_SpaceGroove","TFT17_AssassinTrait:2,TFT17_Astronaut:1,TFT17_DarkStar:1,TFT17_FlexTrait:1,TFT17_ResistTank:1,TFT17_RhaastUniqueTrait:1,TFT17_SpaceGroove:1",,"TFT17_IvernMinion,TFT17_Fizz,TFT17_Kaisa,TFT17_Ornn,TFT17_Rhaast,TFT17_Rammus,TFT17_Karma"
NA1_5570380532,Version.11,3,9,31,0,1788.521240234375,"TFT17_BlitzcrankUniqueTrait,TFT17_DRX,TFT17_FioraUniqueTrait,TFT17_GravesTrait,TFT17_MeleeTrait,TFT17_RhaastUniqueTrait,TFT17_ShenUniqueTrait,TFT17_ShieldTank,TFT17_SpaceGroove,TFT17_VexUniqueTrait","TFT17_BlitzcrankUniqueTrait:1,TFT17_DRX:1,TFT17_FioraUniqueTrait:1,TFT17_GravesTrait:1,TFT17_MeleeTrait:1,TFT17_RhaastUniqueTrait:1,TFT17_ShenUniqueTrait:1,TFT17_ShieldTank:1,TFT17_SpaceGroove:1,TFT17_VexUniqueTrait:1",,"TFT17_Akali,TFT17_Maokai,TFT17_Rhaast,TFT17_Nunu,TFT17_Fiora,TFT17_Blitzcrank,TFT17_Vex,TFT17_Shen,TFT17_Graves"
NA1_5570380532,Version.11,4,9,31,46,1792.9781494140625,"TFT17_BlitzcrankUniqueTrait,TFT17_DarkStar,TFT17_FlexTrait,TFT17_ManaTrait,TFT17_ShieldTank,TFT17_SonaUniqueTrait,TFT17_SpaceGroove,TFT17_SummonTrait,TFT17_VexUniqueTrait","TFT17_BlitzcrankUniqueTrait:1,TFT17_DarkStar:1,TFT17_FlexTrait:1,TFT17_ManaTrait:1,TFT17_ShieldTank:2,TFT17_SonaUniqueTrait:1,TFT17_SpaceGroove:1,TFT17_SummonTrait:1,TFT17_VexUniqueTrait:1",,"TFT17_IvernMinion,TFT17_Mordekaiser,TFT17_Illaoi,TFT17_Karma,TFT17_Nunu,TFT17_Bard,TFT17_Blitzcrank,TFT17_Sona,TFT17_Vex,TFT17_Summon"
NA1_5570380532,Version.11,8,8,26,4,1515.271240234375,"TFT17_AssassinTrait,TFT17_Astronaut,TFT17_Fateweaver,TFT17_FlexTrait,TFT17_Timebreaker","TFT17_AssassinTrait:1,TFT17_Astronaut:2,TFT17_Fateweaver:1,TFT17_FlexTrait:1,TFT17_Timebreaker:1",,"TFT17_Veigar,TFT17_Milio,TFT17_IvernMinion,TFT17_Fizz,TFT17_Rammus,TFT17_Corki,TFT17_Galio,TFT17_Riven"
NA1_5570380532,Version.11,2,9,38,33,2138.6884765625,"TFT17_ASTrait,TFT17_DRX,TFT17_FioraUniqueTrait,TFT17_GravesTrait,TFT17_HPTank,TFT17_MeleeTrait,TFT17_TahmKenchUniqueTrait,TFT17_ZedUniqueTrait","TFT17_ASTrait:1,TFT17_DRX:1,TFT17_FioraUniqueTrait:1,TFT17_GravesTrait:1,TFT17_HPTank:2,TFT17_MeleeTrait:2,TFT17_TahmKenchUniqueTrait:1,TFT17_ZedUniqueTrait:1",,"TFT17_Belveth,TFT17_Maokai,TFT17_Urgot,TFT17_Kindred,TFT17_MasterYi,TFT17_TahmKench,TFT17_Fiora,TFT17_Graves,TFT17_Zed"
NA1_5570380532,Version.11,7,8,27,2,1583.7532958984375,"TFT17_ADMIN,TFT17_ASTrait,TFT17_AnimaSquad,TFT17_FlexTrait,TFT17_RhaastUniqueTrait,TFT17_ShieldTank,TFT17_SonaUniqueTrait,TFT17_SummonTrait","TFT17_ADMIN:1,TFT17_ASTrait:1,TFT17_AnimaSquad:1,TFT17_FlexTrait:2,TFT17_RhaastUniqueTrait:1,TFT17_ShieldTank:1,TFT17_SonaUniqueTrait:1,TFT17_SummonTrait:1",,"TFT17_Leona,TFT17_Jinx,TFT17_IvernMinion,TFT17_Illaoi,TFT17_Aurora,TFT17_Diana,TFT17_Rhaast,TFT17_Sona,TFT17_Summon"
NA1_5570380532,Version.11,5,8,28,18,1643.964599609375,"TFT17_ADMIN,TFT17_ASTrait,TFT17_AnimaSquad,TFT17_FlexTrait,TFT17_RhaastUniqueTrait,TFT17_ShieldTank,TFT17_SummonTrait","TFT17_ADMIN:2,TFT17_ASTrait:1,TFT17_AnimaSquad:1,TFT17_FlexTrait:1,TFT17_RhaastUniqueTrait:1,TFT17_ShieldTank:1,TFT17_SummonTrait:1",,"TFT17_Leona,TFT17_Jinx,TFT17_IvernMinion,TFT17_Illaoi,TFT17_Aurora,TFT17_Diana,TFT17_Rhaast,TFT17_Leblanc,TFT17_Summon"
NA1_5570380532,Version.11,1,10,38,2,2138.6884765625,"TFT17_AssassinTrait,TFT17_Astronaut,TFT17_Fateweaver,TFT17_FlexTrait,TFT17_ResistTank,TFT17_Timebreaker","TFT17_AssassinTrait:1,TFT17_Astronaut:4,TFT17_Fateweaver:1,TFT17_FlexTrait:1,TFT17_ResistTank:1,TFT17_Timebreaker:1",,"TFT17_Poppy,TFT17_Veigar,TFT17_Gnar,TFT17_Milio,TFT17_IvernMinion,TFT17_Fizz,TFT17_Rammus,TFT17_Corki,TFT17_Riven,TFT17_Bard,tft17_bardfollower,tft17_bardfollower,tft17_bardfollower,tft17_bardfollower"
NA1_5569485581,Version.10,8,8,28,1,1650.140869140625,"TFT17_ADMIN,TFT17_BlitzcrankUniqueTrait,TFT17_DarkStar,TFT17_FlexTrait,TFT17_ManaTrait,TFT17_ShieldTank,TFT17_SpaceGroove,TFT17_SummonTrait","TFT17_ADMIN:2,TFT17_BlitzcrankUniqueTrait:1,TFT17_DarkStar:1,TFT17_FlexTrait:1,TFT17_ManaTrait:1,TFT17_ShieldTank:2,TFT17_SpaceGroove:1,TFT17_SummonTrait:1",,"TFT17_Zoe,TFT17_IvernMinion,TFT17_Mordekaiser,TFT17_Illaoi,TFT17_Karma,TFT17_Nunu,TFT17_Leblanc,TFT17_Blitzcrank,TFT17_Summon"
NA1_5569485581,Version.10,5,9,31,6,1800.3294677734375,"TFT17_ASTrait,TFT17_DRX,TFT17_FioraUniqueTrait,TFT17_HPTank,TFT17_MeleeTrait,TFT17_PsyOps,TFT17_TahmKenchUniqueTrait","TFT17_ASTrait:1,TFT17_DRX:1,TFT17_FioraUniqueTrait:1,TFT17_HPTank:2,TFT17_MeleeTrait:3,TFT17_PsyOps:1,TFT17_TahmKenchUniqueTrait:1",,"TFT17_Belveth,TFT17_Akali,TFT17_Gragas,TFT17_Maokai,TFT17_Urgot,TFT17_Kindred,TFT17_MasterYi,TFT17_TahmKench,TFT17_Fiora"
NA1_5569485581,Version.10,7,9,28,0,1649.33984375,"TFT17_BlitzcrankUniqueTrait,TFT17_DRX,TFT17_FioraUniqueTrait,TFT17_GravesTrait,TFT17_MeleeTrait,TFT17_ResistTank,TFT17_RhaastUniqueTrait,TFT17_ShenUniqueTrait,TFT17_ShieldTank,TFT17_SpaceGroove,TFT17_VexUniqueTrait","TFT17_BlitzcrankUniqueTrait:1,TFT17_DRX:1,TFT17_FioraUniqueTrait:1,TFT17_GravesTrait:1,TFT17_MeleeTrait:1,TFT17_ResistTank:1,TFT17_RhaastUniqueTrait:1,TFT17_ShenUniqueTrait:1,TFT17_ShieldTank:1,TFT17_SpaceGroove:1,TFT17_VexUniqueTrait:1",,"TFT17_Aatrox,TFT17_Akali,TFT17_Rhaast,TFT17_Nunu,TFT17_Fiora,TFT17_Blitzcrank,TFT17_Vex,TFT17_Shen,TFT17_Graves"
NA1_5569485581,Version.10,3,7,33,44,1912.80078125,"TFT17_ADMIN,TFT17_DarkStar,TFT17_ManaTrait,TFT17_ShieldTank,TFT17_SummonTrait","TFT17_ADMIN:2,TFT17_DarkStar:1,TFT17_ManaTrait:1,TFT17_ShieldTank:2,TFT17_SummonTrait:1",,"TFT17_Leona,TFT17_Lissandra,TFT17_Zoe,TFT17_Mordekaiser,TFT17_Illaoi,TFT17_Nunu,TFT17_Leblanc,TFT17_Summon"
NA1_5569485581,Version.10,4,8,31,15,1790.5174560546875,"TFT17_APTrait,TFT17_DarkStar,TFT17_FlexTrait,TFT17_HPTank,TFT17_Timebreaker","TFT17_APTrait:1,TFT17_DarkStar:3,TFT17_FlexTrait:1,TFT17_HPTank:1,TFT17_Timebreaker:1",,"TFT17_Ezreal,TFT17_Chogath,TFT17_Lissandra,TFT17_Mordekaiser,TFT17_Pantheon,TFT17_Kaisa,TFT17_Karma,TFT17_Galio"
NA1_5569485581,Version.10,6,8,28,1,1662.0062255859375,"TFT17_DarkStar,TFT17_FlexTrait,TFT17_JhinUniqueTrait,TFT17_ManaTrait,TFT17_ShieldTank","TFT17_DarkStar:3,TFT17_FlexTrait:2,TFT17_JhinUniqueTrait:1,TFT17_ManaTrait:1,TFT17_ShieldTank:1",,"TFT17_Chogath,TFT17_Mordekaiser,TFT17_Kaisa,TFT17_Karma,TFT17_AurelionSol,TFT17_Galio,TFT17_Nunu,TFT17_Jhin"
